LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2004,30.151,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2005,24.429,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2006,26.262,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2007,27.583,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2008,31.514,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2009,30.196,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2010,39.014,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2011,40.501,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2012,39.835,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2013,39.311,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2014,39.739,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2015,40.97,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2016,40.316,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2017,40.906,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2018,40.109,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2019,40.298,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2020,40.762,
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2021,40.77,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.676,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.672,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.668,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.689,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.664,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.702,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.553,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.562,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.564,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.584,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.55,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.52,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.498,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.487,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.518,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.521,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.531,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.53,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.533,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.524,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.529,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.527,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.533,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.546,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.547,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.555,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.548,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.532,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.523,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.52,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.521,
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.522,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1990,12.969,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1991,12.568,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1992,12.103,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1993,13.6,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1994,14.557,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1995,15.833,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1996,16.445,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1997,17.479,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1998,16.421,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1999,15.401,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2000,15.658,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2001,14.054,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2002,14.699,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2003,15.894,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2004,16.402,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2005,17.445,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2006,15.129,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2007,16.218,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2008,15.115,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2009,15.154,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2010,15.412,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2011,14.162,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2012,14.675,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2013,17.161,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2014,17.602,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.441,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2016,18.855,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2017,17.548,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2018,18.67,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2019,20.118,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2020,20.262,
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2021,20.461,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1990,7.166,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1991,7.024,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1992,7.501,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1993,8.096,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1994,8.672,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1995,9.332,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1996,9.836,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1997,10.522,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1998,11.588,
CHL,MEATCONSUMP,PIG,KG_CAP,A,1999,12.319,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2000,12.623,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2001,13.635,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2002,13.41,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2003,14.22,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2004,13.352,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2005,13.85,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2006,16.253,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2007,16.756,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2008,18.143,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2009,17.214,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2010,17.693,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2011,18.643,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2012,19.605,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2013,19.686,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2014,18.019,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2015,17.622,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2016,18.262,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2017,19.409,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2018,24.473,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2019,24.587,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2020,24.762,
CHL,MEATCONSUMP,PIG,KG_CAP,A,2021,24.975,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1990,7.83,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1991,8.647,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1992,12.875,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1993,15.173,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1994,16.684,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1995,19.172,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1996,20.057,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1997,19.879,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1998,21.392,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,1999,21.666,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2000,23.377,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2001,24.777,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2002,23.517,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2003,23.584,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2004,25.923,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2005,25.725,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2006,29.403,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2007,30.374,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2008,28.649,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2009,27.466,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2010,29.038,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2011,31.549,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2012,31.684,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2013,32.275,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2014,32.024,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2015,33.924,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2016,35.891,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2017,35.967,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2018,36.36,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2019,36.138,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2020,37.073,
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2021,37.373,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.814,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.877,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.955,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.902,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.786,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.727,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.708,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.74,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.767,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.769,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.73,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.623,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.612,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.537,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.518,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.491,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.587,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.592,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.652,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.559,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.489,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.537,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.532,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.431,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.476,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.46,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.419,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.429,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.418,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.486,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.484,
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.483,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1990,0.639,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1991,0.75,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1992,1.001,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1993,1.256,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1994,1.523,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1995,1.954,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1996,1.944,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1997,2.402,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1998,2.601,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1999,2.739,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2000,2.685,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2001,2.716,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2002,2.782,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2003,2.864,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2004,2.928,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2005,2.934,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2006,2.953,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2007,3.127,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2008,3.126,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2009,3.193,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2010,3.187,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2011,3.073,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2012,3.106,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2013,3.23,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2014,3.222,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2015,3.329,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2016,3.383,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2017,3.523,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2018,3.617,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2019,4.086,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2020,4.186,
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2021,4.143,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1990,14.959,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1991,15.851,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1992,16.951,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1993,18.159,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1994,19.674,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1995,19.939,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1996,19.546,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1997,22.113,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1998,23.708,
CHN,MEATCONSUMP,PIG,KG_CAP,A,1999,23.64,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2000,23.986,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2001,24.267,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2002,24.531,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2003,24.999,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2004,25.322,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2005,26.425,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2006,26.893,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2007,24.774,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2008,26.815,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2009,28.296,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2010,29.34,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2011,29.319,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2012,30.943,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2013,31.796,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2014,32.72,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2015,31.752,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2016,30.947,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2017,30.671,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2018,30.253,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2019,24.367,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2020,22.718,
CHN,MEATCONSUMP,PIG,KG_CAP,A,2021,23.679,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,0,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,2.898,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,3.267,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,4.131,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,4.698,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,5.943,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,5.917,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,6.748,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,7.442,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,7.739,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,8.35,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,8.089,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,8.118,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,8.436,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,8.28,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,8.856,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,9.093,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,9.755,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,10.351,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,10.631,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,10.771,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,10.924,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,11.64,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,11.452,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,11.018,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,11.424,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,11.89,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,11.765,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,12.323,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2019,14.022,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2020,14.191,
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2021,13.998,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.869,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.91,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.99,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,1.058,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,1.238,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,1.274,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,1.486,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,1.627,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,1.73,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,1.816,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,1.832,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,1.905,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,2.053,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,2.189,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,2.289,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,2.363,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,2.486,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,2.466,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,2.521,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,2.595,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,2.561,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,2.625,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,2.742,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,2.868,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,2.896,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,2.995,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,3.049,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,3.101,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,3.235,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,3.305,
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,3.352,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1990,15.011,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1991,13.559,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1992,11.556,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1993,11.627,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1994,12.319,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1995,13.129,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1996,13.461,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1997,13.855,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1998,13.656,
COL,MEATCONSUMP,BEEF,KG_CAP,A,1999,12.602,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2000,12.984,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2001,11.866,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2002,11.36,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2003,10.6,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2004,11.548,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2005,12.659,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2006,12.852,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2007,12.24,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2008,11.91,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2009,10.891,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2010,11.681,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2011,12.32,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2012,12.633,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2013,12.112,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2014,12.17,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2015,12.277,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2016,11.335,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2017,10.49,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2018,10.624,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2019,8.53,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2020,8.62,
COL,MEATCONSUMP,BEEF,KG_CAP,A,2021,8.717,
COL,MEATCONSUMP,PIG,KG_CAP,A,1990,3.047,
COL,MEATCONSUMP,PIG,KG_CAP,A,1991,2.989,
COL,MEATCONSUMP,PIG,KG_CAP,A,1992,2.97,
COL,MEATCONSUMP,PIG,KG_CAP,A,1993,2.911,
COL,MEATCONSUMP,PIG,KG_CAP,A,1994,2.884,
COL,MEATCONSUMP,PIG,KG_CAP,A,1995,2.896,
COL,MEATCONSUMP,PIG,KG_CAP,A,1996,2.719,
COL,MEATCONSUMP,PIG,KG_CAP,A,1997,2.173,
COL,MEATCONSUMP,PIG,KG_CAP,A,1998,1.638,
COL,MEATCONSUMP,PIG,KG_CAP,A,1999,2.223,
COL,MEATCONSUMP,PIG,KG_CAP,A,2000,2.13,
COL,MEATCONSUMP,PIG,KG_CAP,A,2001,1.976,
COL,MEATCONSUMP,PIG,KG_CAP,A,2002,2.127,
COL,MEATCONSUMP,PIG,KG_CAP,A,2003,2.344,
COL,MEATCONSUMP,PIG,KG_CAP,A,2004,2.409,
COL,MEATCONSUMP,PIG,KG_CAP,A,2005,2.36,
COL,MEATCONSUMP,PIG,KG_CAP,A,2006,2.711,
COL,MEATCONSUMP,PIG,KG_CAP,A,2007,3.259,
COL,MEATCONSUMP,PIG,KG_CAP,A,2008,3.154,
COL,MEATCONSUMP,PIG,KG_CAP,A,2009,3.102,
COL,MEATCONSUMP,PIG,KG_CAP,A,2010,3.521,
COL,MEATCONSUMP,PIG,KG_CAP,A,2011,3.995,
COL,MEATCONSUMP,PIG,KG_CAP,A,2012,6.1,
COL,MEATCONSUMP,PIG,KG_CAP,A,2013,5.018,
COL,MEATCONSUMP,PIG,KG_CAP,A,2014,5.454,
COL,MEATCONSUMP,PIG,KG_CAP,A,2015,5.983,
COL,MEATCONSUMP,PIG,KG_CAP,A,2016,6.66,
COL,MEATCONSUMP,PIG,KG_CAP,A,2017,7.204,
COL,MEATCONSUMP,PIG,KG_CAP,A,2018,8.072,
COL,MEATCONSUMP,PIG,KG_CAP,A,2019,8.98,
COL,MEATCONSUMP,PIG,KG_CAP,A,2020,8.994,
COL,MEATCONSUMP,PIG,KG_CAP,A,2021,9.198,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1990,7.666,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1991,9.787,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1992,10.294,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1993,11.086,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1994,12.229,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1995,13.397,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1996,11.311,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1997,10.467,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1998,11.913,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,1999,11.541,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2000,11.697,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2001,13.609,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2002,14.483,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2003,14.821,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2004,15.012,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2005,16.151,
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2006,17.781,
